ID,"Product Name",Description,"Short Description",Instructions,Ingredients,"Brand Description","Product Consistency","Intended Gender","Type of Hair","Is Organic",Quantity,UPC,"Product Tags","Hair Style","Hair Length","Hair Texture","Cemical Treatments","Hair Conditions","Hair Description",Demographic,"Targeted Age Range",Price,"Image Url"
3080,"Natural Beeswax Pomade ","Alder New York 1.5 oz. Natural Beeswax Pomade tames unruly hairs. Take a pea sized amount and rub between hands to soften. Then work through damp or dry hair. Naturally scented. Consciously made in small batches in Brooklyn, NY. Good for both men and women.","Proudly based in Brooklyn","Take a pea sized amount and rub through hands until it softens, then work through dry or damp hair.","Beeswax, organic coconut oil, organic jojoba oil, organic arrowroot powder. Packaged in an aluminum tin.","Alder New York was founded in 2011 by David J. Krause and Nina Zilka. The brand is known for thoughtful, practical designs that extend from their menswear to their line of all natural apothecary goods. Alder New York believes in functionality of clothing, injected with a sense of wit, and products made locally, with skill, that are safe, natural, and chemical-free.
",Wax,both,"Naturally Straight,Relaxed Straight,Curly,Dreds",no,1000,365436541,,"Weave,Relaxed Straight Hair ,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",20,http://hairlibrary.com/wp-content/uploads/2014/05/alder-new-york-pomade-shk.jpg
3082,"Grip Moisturizing Gel","GRIP puts an end to stiff, hard, flaky finishes with its unique blend of five natural botanical oils. Its white, creamy base will not discolor gray or color treated hair. The hair care industry has never seen a product like this. GRIP will become a staple in your arsenal of hair care products.","Flexible hold with sleek contouring with no flaking. Great for all textures, including chemically-treated hair and locks","Mold your short style when wet then dry. For locks apply to new growth, twist and dry.","Sunflower Seed Oil, Sweet Almond Oil, and Olive Fruit oil","In 2006, professional stylist Travis Dowdy took his passion and founded Travis Dowdy salon products,  a line of innovative hair care products based in Atlanta, Georgia. With a promise to research and develop the best professional hair care products Travis has continued to inspire the professional hair care industry with innovative combinations of natural ingredients. We sincerely hope you will discover the freedom of versatility and individual style that only Travis Dowdy salon products can offer.",Gel,both,"Naturally Straight,Relaxed Straight,Curly,Dreds",no,1000,5243546516,,"Relaxed Straight Hair ,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",10.95,http://hairlibrary.com/wp-content/uploads/2014/05/Grip.jpg
3084,"Harmonic Shampoo","Anti-aging, antioxidant rich, volumizing, and nourishing to the scalp, hair, body and mind. Formulated without sulfates, parabens, silicones, ethoxylates, PEG, phthalates, and synthetic fragrances. Ideal for every hair type, invigorating, while cleansing and purifying the hair and scalp. The result - luxurious, beautiful hair. ","ANTIOXIDANT-RICH, VOLUMIZING, LIGHTWEIGHT SHAMPOO FOR ALL HAIR TYPES","1. A daily use shampoo for all hair types. 2. Use as an anti-aging face and total body cleanser. 3. Use as an anti-aging foaming shave for face and total body","WATER, SODIUM METHYL COCOYL TAURATE, GLYCERIN, DISODIUM COCO-GLUCOSIDE CITRATE, BEHENYL ALCOHOL, GLYCERYL OLEATE, COCOGLUCOSIDE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, XANTHAN GUM, ETHYL PALMATE,1 MAURITIA FLEXUOSA (BURITI) FRUIT OIL,1 NIGELLA SATIVA (BLACK CUMIN) SEED OIL,1,2 CUCURBITA PEPO (PUMPKIN) SEED OIL,1,2 RUBUS IDAEUS (RED RASPBERRY) SEED OIL,12 VITIS VINIFERA (RED GRAPE) SEED OIL,1,2 VACCINIUM MARCOCARPON (CRANBERRY) SEED OIL,1,2 MENTHA PIPERITA (PEPPERMINT) OIL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF OIL,1 MENTHA VIRIDIS (SPEARMINT) LEAF OIL,1 MENTHOL,1 ELETTARIA CARDAMOMUM SEED OIL,1 CINNAMOMUM ZEYLANICUM (CINNAMON) BARK OIL,1 VANILLA PLANIFOLIA FRUIT (NATURAL FLAVOR),1 RUBUS IDAEUS (RED RASPBERRY NATURAL FLAVOR TYPE), 1 GAULTHERIA PROCUMBENS (WINTERGREEN) LEAF OIL,1 LIMONENE,1,3 LINALOOL,1,3 POTASSIUM SORBATE,4 SODIUM BENZOATE,4 CITRIC ACID, TOCOPHEROL (VITAMIN E) 1 Certified Organic 2 Antioxidant Intellimune Seed Oil Complex 3 Naturally Occurring Component of Organic Essential Oil Blend 4 Mineral Derived ",,Liquid,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",yes,1000,038685300405,,"Braids,Dreds,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",44.00,http://hairlibrary.com/wp-content/uploads/2014/05/Intelligent-Nutrients-Shampoo.jpg
3086,"Peppermint Shampoo","Our best-selling, gentle, hydrating shampoo (part of our hotel amenity program) synthesizes natural peppermint extract with amino acid-based cleansing agents. Effectively purifies and balances all hair and scalp types, unlike traditionally harsh detergents.Blended for frequent use without drying, stripping, irritation, or build-up. Mildly foaming, residue-free formula leaves hair soft and scalp conditioned.Natural fragrance and color. Easily integrated into daily regimen for color treated and processed hair.","Our best-selling, gentle, hydrating shampoo (part of our hotel amenity program) synthesizes natural peppermint extract with amino acid-based cleansing agents.","Massage a small amount between hands to evenly disperse our viscose shampoo onto wet hair and scalp, creating a mild, gentle lather; rinse clean. Repeat, if desired. May leave on scalp for 1-3 minutes as peppermint is known to cool, stimulate, and clarify. 
 
Use in conjunction with our Cilantro Conditioner.
","Water (Aqua), Ammonium Lauryl Sulfate, Sodium Laureth Sulfate, Cocamide MIPA, Glycerin, Linalool, Panthenol, Polyquaternium-7, Polyquaternium-10, Benzyl Benzoate, Citric Acid, Potassium Sorbate, Sodium Benzoate, Fragrance (Parfum), Limonene, Sodium Citrate, Disodium EDTA, Methoxy PEG/PPG-7/3 Aminopropyl Dimethicone, Geraniol, Methylchloroisothiazolinone, Methylisothiazolinone, Betaine, Sodium PCA, Sorbitol, Proline, Serine, Glycine, Glutamic Acid, Lysine, Alanine, Arginine, Threonine.
","(MALIN+GOETZ) makes skincare easy, starting with sensitive skin. Natural based treatments incorporate gentle technologies for ultimate performance. Each product performs as the single best, multi-tasking and value added item. Two steps, a cleanser and moisturizer, create perfect pH balance for either face, body or hair.",Liquid,both,"Naturally Straight,Relaxed Straight,Curly,Dreds",no,1000,5543574,,"Weave,Relaxed Straight Hair ,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Oily Scalp,Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",20.00,http://hairlibrary.com/wp-content/uploads/2014/05/m_gpeppermintshampoo.jpg
3095,"Brilliance Serum","Coconut oil has been used for hair treatment in coconut producing countries such as India and the Philippines for thousands of years. Coconut oil was found to reduce the protein loss for both undamaged and damaged hair. BRILLANCE can revive dull, dry stressed hair for an incredible shine. This oil leaves nothing but beautiful healthy results","Brilliance ultra light oil, restores shine, protects while providing definition and shine.","Apply on dry styled hair. Can be applied daily or when ever extra shine is needed.","Coconut Oil","In 2006, professional stylist Travis Dowdy took his passion and founded Travis Dowdy salon products,  a line of innovative hair care products based in Atlanta, Georgia. With a promise to research and develop the best professional hair care products Travis has continued to inspire the professional hair care industry with innovative combinations of natural ingredients. We sincerely hope you will discover the freedom of versatility and individual style that only Travis Dowdy salon products can offer.
",Oil,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,65413651,,"Weave,Relaxed Straight Hair ,Braids,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",22.00,http://hairlibrary.com/wp-content/uploads/2014/05/brillance-photo.jpg
3097,"Revive Shine Spray","Experience the power of liquid shine in a spray. REVIVE instantly kicks-up the shine and eliminates frizz from dull, flyaway hair. REVIVE works on all hair types, formulated to leave hair manageable with weightless control. Customized to create superior results.","Provides instant shine and a glam finish to any style. Leaves hair flexible with clean control. Non-aerosol, pump spray for easy application.","Spray about 6-8 inches away from your finished style for a natural shine that will last all day.","Rosemary oil and Lavender oil.","In 2006, professional stylist Travis Dowdy took his passion and founded Travis Dowdy salon products,  a line of innovative hair care products based in Atlanta, Georgia. With a promise to research and develop the best professional hair care products Travis has continued to inspire the professional hair care industry with innovative combinations of natural ingredients. We sincerely hope you will discover the freedom of versatility and individual style that only Travis Dowdy salon products can offer.
",Aresol,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,36541356,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",18.40,http://hairlibrary.com/wp-content/uploads/2014/05/Revive-photo.jpg
3101,"Heir Natural Clear Shampoo","A perfect blend of natural ingredients for chemically treated and non-chemically treated hair. Balancing extracts and naturally derived coconut cleansers are formulated with Sulfate and Paraben free technology to lift away impurities without over-stripping. Resulting in healthier hair and increased color retention. CLEAR is a premium shampoo designed to maintain the natural moisture balance of hair during the shampooing process.","Clear Shampoo uses Coconut derived cleansers that transform into a rich lather that actually begins to help repair damaged hair.","Apply a quarter size amount of Clear Shampoo in your hand, and then distribute evenly through wet hair. Massage into scalp and hair, then rinse thoroughly. Follow with Replenish Shampoo.","Avocado Oil, Coconut Oil, Lavender Oil, and Orange Oil.","In 2006, professional stylist Travis Dowdy took his passion and founded Travis Dowdy salon products,  a line of innovative hair care products based in Atlanta, Georgia. With a promise to research and develop the best professional hair care products Travis has continued to inspire the professional hair care industry with innovative combinations of natural ingredients. We sincerely hope you will discover the freedom of versatility and individual style that only Travis Dowdy salon products can offer.
",Liquid,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,6854684648,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",26.99,http://hairlibrary.com/wp-content/uploads/2014/05/Clear-shampoo-photo.jpg
3103,"Heir Natural Replenish Shampoo","Free from harsh ingredients that may be found in ordinary shampoos. Shea Butter, soy protein and coconut cleansers cleanse hair thoroughly without lathering, while adding moisture to dry overworked natural hair. REPLENISH moisturizing shampoo is designed for natural hair; formulated not to strip the natural oils from your hair or scalp. Your natural hair is left with sheen, moisture, and more manageability after each use.","Replenish Shampoo smooths ruffled hair cuticles and unwinds tangles to prevent breakage. In addition Replenish hydrates and helps restore health to dry hair.","Apply a quarter size amount of Replenish Shampoo in your hand, and then gently run your hands through wet hair. Massage into scalp and hair, then rinse. For dryer hair leave the Replenish Shampoo in five minutes. Follow with Redefine Conditioner.","Coconut Oil, Lavender Oil, Shea Butter, Hydolyzed Silk, Soy Protein, and Corn Oil.","In 2006, professional stylist Travis Dowdy took his passion and founded Travis Dowdy salon products,  a line of innovative hair care products based in Atlanta, Georgia. With a promise to research and develop the best professional hair care products Travis has continued to inspire the professional hair care industry with innovative combinations of natural ingredients. We sincerely hope you will discover the freedom of versatility and individual style that only Travis Dowdy salon products can offer.
",Liquid,both,"Naturally Straight,Curly",no,1000,354135413541,,"Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",29.99,http://hairlibrary.com/wp-content/uploads/2014/05/Replish-cream-shampoo-photo.jpg
3105,"Heir Natural Redefine Conditioner","Strengthens hair with wheat protein while moisturizing with avocado oil. This rich, yet light-weight formula, leaves hair manageable, healthy and beautiful. REDEFINE is a premium conditioner free of mineral oil, customized to produce beautiful lasting results","Redefine Conditioner is a lush, concentrated daily conditioner that surrounds dry, brittle hair with natural oils, helps seal in moisture and create the perfect buffer against dry damage hair. Redefine instantly detangles hair, leaving hair that looks healthier, silkier, smoother, shinier without weighing the hair down."," After shampooing with Clear and/or Redefine Shampoo, work a small amount of the Redefine Conditioner into hair and comb through. You can increase the amount used for longer or thicker hair, leave in for a minute and rinse thoroughly.","Avocado Oil, Orange Peel Oil, Lavender Oil, Wheat Protein, and Aloe","In 2006, professional stylist Travis Dowdy took his passion and founded Travis Dowdy salon products,  a line of innovative hair care products based in Atlanta, Georgia. With a promise to research and develop the best professional hair care products Travis has continued to inspire the professional hair care industry with innovative combinations of natural ingredients. We sincerely hope you will discover the freedom of versatility and individual style that only Travis Dowdy salon products can offer.",Liquid,both,"Naturally Straight,Curly",no,1000,35413541774,,"Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",28.95,http://hairlibrary.com/wp-content/uploads/2014/05/Redefine-conditiner-photo1.jpg
3107,"Gentle Neroli Shampoo","Malin + Goetz Gentle Neroli Shampoo synthesizes natural neroli extract with hydrating amino acid proteins to effectively purify and balance hair. Calming neroli and moisture-rich proteins leave hair healthy and the scalp conditioned. Suitable for frequent use, this mildly foaming shampoo rinses free of residue and build-up without drying, stripping or irritating.

Natural neroli and basil-scented shampoo for daily use
Strengthens and protects hair, preventing moisture loss and future damage
Perfect for dry, damaged and chemically processed hair
Gentle Neroli Shampoo is free of sodium chloride, making it safe for color treated, processed and chemically relaxed hair.
Especially Suited For: All hair types, especially dry, damaged and chemically processed hair

Essential Elements: Gentle Neroli Shampoo is enriched with neroli extract and neroli oil to soothe and calm hair while providing a natural fragrance. Size: 8 oz.

Free of: Parabens, silicones, synthetic dyes, waxes, harsh detergents, dyes, synthetic perfumes, sodium chloride

For Best Effect: Recommended for daily use for sensitive scalp or frequent use. Massage a small amount onto wet hair and rinse thoroughly, repeat if desired.","Perfect for sensitive scalps or treated hair.
Citrus-scented shampoo strengthens and protects without irritating."," Apply a small amount onto wet hair and scalp creating a mild gentle lather; rinse clean. Repeat if desired.
Recommended for daily use for sensitive scalp or frequent use. Massage a small amount onto wet hair and rinse thoroughly, repeat if desired."," Olive Oil, Glycerin & Neroli","(MALIN+GOETZ) makes skincare easy, starting with sensitive skin. Natural based treatments incorporate gentle technologies for ultimate performance. Each product performs as the single best, multi-tasking and value added item. Two steps, a cleanser and moisturizer, create perfect pH balance for either face, body or hair. ",Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,891211000619,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ","Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",20.00,http://hairlibrary.com/wp-content/uploads/2014/05/M_GNeroliShampoo.jpg
3109,"Moisturizing Shampoo","Our Moisturizing Shampoo scientifically blends hydrating amino acids with nourishing panthenol and natural plant extracts to gently cleanse, condition and repair dry, damaged and chemically treated hair. Effective for daily use on all hair and scalp types, this intensive formula helps retain moisture and restore balance and shine. Nutrient rich grapeseed helps strengthen and protect while meadow foam seed and apricot are known to prevent moisture loss and damage. Natural fragrance blend and color. Easily integrates into daily maintenance and prevention regimen.","Natural fragrance and color. Easily integrates into daily maintenance and prevention regimen.
Malin + Goetz does not test on animals.
Made in USA","Massage a small amount onto wet hair and scalp to create a mild, gentle lather; rinse clean. Repeat if desired. Follow with (Malin + Goetz) Cilantro Hair Conditioner or Intensive Hair Mask.","Water (Aqua), Sodium Laureth Sulfate, Sodium Cocoyl Alaninate, Cocamide Mea, Cocamidopropyl Betaine, Glycerin, Glycol Distearate, Polysorbate 20, Sodium Pca, Maltooligosyl Glucoside, Hydrogenated Starch Hydrolysate, Limn- Anthes Alba (Meadowfoam) Seed Extract, Prunus Armeniaca (Apricot) Kernel Oil, Vitis Vinifera (Grape) Seed Extract, Panthenol, Peg-150 Distearate, Betaine, Sorbitol, Glycine, Alanine, Proline, Serine, Threonine, Arginine, Lysine, Glutamic Acid, Guar Hydroxypropyltrimonium Chloride, Disodium Edta, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Fragrance (Parfum)","(MALIN+GOETZ) makes skincare easy, starting with sensitive skin. Natural based treatments incorporate gentle technologies for ultimate performance. Each product performs as the single best, multi-tasking and value added item. Two steps, a cleanser and moisturizer, create perfect pH balance for either face, body or hair. ",Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,891211000558,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ","Oily Scalp,Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",25.00,http://hairlibrary.com/wp-content/uploads/2014/05/M_GMoisturingShampoo.jpg
3111,"Cilantro Hair Conditioner","Our gentle, daily conditioner, scientifically synthesizes natural cilantro with absorbent botanical fatty acids. Effectively hydrates and ph balances all hair and scalp types, unlike traditionally greasy oils that weigh down hair and silicones that coat the hair shaft and irritate the scalp. Blended for advanced, residue-free conditioning and detangling. Natural fragrance and color. Easily integrated into daily regimen FOR COLOR TREATED, BRAZILIAN STRAIGHTENED AND PROCESSED HAIR.","Shea butter moisturizes and nourishes. Cilantro refreshes.
After shampooing, apply a small amount of absorbent conditioner to wet scalp and hair, especially ends; gently comb to detangle if necessary; rinse clean. If intense conditioning is required, apply generously and allow absorption over several minutes. Effective as a light, leave-in hair conditioner and styling aid to smooth fly-away, add shine, and help replenish dry ends.","After shampooing, apply a small amount of absorbent conditioner to wet scalp and hair, especially ends; gently comb to detangle if necessary; rinse clean. If intense conditioning is required, apply generously and allow absorption over several minutes.","Water (Aqua), Butylene Glycol Stearalkonium Chloride, Cetearyl Alcohol, Cetyl Alcohol, Butyrospermum Parkii (Shea Butter), Glycerin, Methoxy PEG/PPG-7/3 Aminopropyl Dimethicone, Fragrance (Parfum), Dimethicone, Linalool, Sodium Benzoate, Caprylyl Glycol, Disodium EDTA,Coriandrum Sativum (Coriander) Fruit Oil, Coriandrum Sativum (Coriander) Fruit/Leaf Extract, Phenoxyethanol, Hexylene Glycol, Methylchloroisothiazolinon, Methylisothiazolinone.","(MALIN+GOETZ) makes skincare easy, starting with sensitive skin. Natural based treatments incorporate gentle technologies for ultimate performance. Each product performs as the single best, multi-tasking and value added item. Two steps, a cleanser and moisturizer, create perfect pH balance for either face, body or hair. ",Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,891211000817,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ","Oily Scalp,Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",22.00,http://hairlibrary.com/wp-content/uploads/2014/05/m_gcilantrohairconditioner.jpg
3113,"Sage Styling Cream","Malin + Goetz Sage Styling Cream synthesizes botanical sage and technologically advanced fatty acids for shine, definition and texture. This natural-hold styling aid is created without wax or silicone fillers leading to residue-free grooming that doesn&#39;t weigh hair down. Hair feels firm and natural--never sticky, hard or greasy.

Styling cream for all hair types, including color treated and processed hair
Adds shine, definition and texture
Natural hold","Our best-selling go-to styling aid and fixative offers a firm AND natural hold for any hair type: long, short, straight, curly, thick, fine, and processed. Botanical sage and absorbent fatty acids create shine, definition and texture that you can run your fingers through at any time and without the stiffness of a gel. Blended for conditioning and silky, residue-free grooming without weighing down hair or irritating scalp. Natural fragrance and color.","After shampooing, apply to a damp or dry hair. Work through with fingers: a small amount for fine hair; more generous for thick, course, and dry hair. Comb to slick or tousle with fingers.  Great for on-the-go styling, conditioning, and detangling.  Appropriate for color treated and processed hair. ","Water (aqua), petrolatum, triticum vulgare (wheat) germ oil, prunus amygdalus dulcis (sweet almond) oil, phenyl trimethicone, peg-40 stearate, butyrospermum parkii (shea butter), peg-20 methyl glucose sesquistearate, methyl glucose sesquistearate, polysorbate 60, peg-12 dimethicone, brassica campestris/aleurites fordi oil copo- lymer, sorbitan stearate, cetearyl alcohol, carbomer, butylene glycol, cholesterol, acrylates/c10-30 alkyl acrylate crosspolymer, chlorphenesin, salvia officinalis (sage) oil, panthenol, 1,2-hexanediol, caprylyl glycol, sodium hydroxide, potassium sorbate, sodium benzoate, disodium edta, limonene, betaine, citral, sodium pca, fragrance (parfum), sorbitol, proline, linalool, methylisothiazolinone, citronellol, tropolone, serine, glycine, glutamic acid, lysine, coumarin, geraniol, alanine, arginine, threonine, ormenis multicaulis oil.","(MALIN+GOETZ) makes skincare easy, starting with sensitive skin. Natural based treatments incorporate gentle technologies for ultimate performance. Each product performs as the single best, multi-tasking and value added item. Two steps, a cleanser and moisturizer, create perfect pH balance for either face, body or hair. ",Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,891211000275,,"Weave,Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",21.00,http://hairlibrary.com/wp-content/uploads/2014/05/m_gsagestylingcream.jpg
3115,"Intensive Hair Conditioner","Our easy, five-minute deep conditioner and/or intensive mask scientifically blends essential fatty acids with natural plant extracts and wheat amino acid proteins to restore dry, damaged, and chemically processed hair including colored and Brazilian straightened hair. Effective for all hair and scalp types, this fortifying treatment helps replenish moisture and repair damage for advanced, residue-free conditioning and detangling. Nutrient-rich grapeseed helps strengthen and protect while meadow foam seed nourishes, leaving hair soft, shiny, and healthy. Natural almond fragrance and color. Easily integrates into daily maintenance regimen.","A scientific blend of fatty acids and natural extracts make this masque a nutrient powerhouse for dry or damaged hair. Advanced, residue-free conditioning formula detangles and replenishes moisture while repairing damage from chemical processing (like color). Vitamins and antioxidants protect hair to leave it soft, healthy and great-looking. Effective on all scalp and skin types.","Daily conditioning—after shampooing, apply our absorbent treatment to wet hair and scalp, especially ends; gently comb to detangle if necessary; rinse clean. Intense conditioning and repair—apply generously and allow absorption for 5 to 15 minutes; rinse clean.","Water (Aqua), Cetearyl Alcohol, Cyclopentasiloxane , Glycerin, Propanediol, Cetyl Alcohol, Behentrimonium Methosulfate, Ppg-3 Benzyl Ether Myristate, Maltooligosyl Glucoside, Hydrogenated Starch Hydrolysate, Cetrimonium Methosulfate, Dimethiconol, Quaternium-91, Panthenol, Polyquaternium-70, Dipropylene Glycol, Prunus Amygdalus Dulcis (Sweet Almond) Extract, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Olea Europaea (Olive) Fruit Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Wheat Amino Acids, Propylene Glycol, Hexylene Glycol, Ethylhexylglycerin, Caprylyl Glycol, Phenoxyethanol, Potassium Sorbate.","(MALIN+GOETZ) makes skincare easy, starting with sensitive skin. Natural based treatments incorporate gentle technologies for ultimate performance. Each product performs as the single best, multi-tasking and value added item. Two steps, a cleanser and moisturizer, create perfect pH balance for either face, body or hair. ",Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,891211001067,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ","Oily Scalp,Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",25.00,http://hairlibrary.com/wp-content/uploads/2014/05/m_ghairmask.jpg
3117,"Chamomile Treatment Oil","Designed as a face grade product, our Chamomile Treatment Oil is a versatile treatment for body and hair. Add a couple drops in a soaking bath or use as a body massage oil for a luxurious spa experience, leaving your skin feeling restored and healed. Run a pea-drop through your hair after cleansing for powerful hydration, intense repair, and lasting shine. Perfect for seborrheic and dry scalp conditions as applied to a towel-dried scalp with fingertips.","chamomile
massage oil
spa-grade
moisturizer","Pat a few drops onto face with fingers as a daily moisturizer avoiding oily areas and t-zone. Use 3-4 pumps in bath water for a hydrating bath. After shower, gently massage onto skin. Use a few drops on fingertips to massage into scalp or in palms to tousle and moisturizer hair. A generous amount is best for body massage. ","Sesamum Indicum (Sesame) Seed Oil, Tocopheryl Acetate, Borago Officinalis Seed Oil, Glycine Soja (Soybean) Seed Extract, Caprylyl Glycol, 1,2-Hexanediol, Bisabolol, Ormenis Multicaulis Oil, Ethylhexylglycerin, Ceramide 2, Tocopherol, Tetrahexyldecyl Ascorbate, Squalane, Limonene, Linalool, Tropolone, Ubiquinone.","(MALIN+GOETZ) makes skincare easy, starting with sensitive skin. Natural based treatments incorporate gentle technologies for ultimate performance. Each product performs as the single best, multi-tasking and value added item. Two steps, a cleanser and moisturizer, create perfect pH balance for either face, body or hair. ",Oil,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,891211000909,,"Braids,Dreds,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Oily Scalp,Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",68.00,http://hairlibrary.com/wp-content/uploads/2014/05/chamomile-treatment-oil.jpg
